"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"20","Imagine if Siri was a guy, and he was guiding you through your shitty prema-lance gig... well that’s the first hour… https://t.co/eZbwN1tP7Y",FALSE,2,NA,2019-08-14 14:57:40,TRUE,NA,"1161653119207583745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","artdlrco",0,FALSE,FALSE,NA,NA
"21","Just cracked open my first Kratom shot of the day.... stay medicated my friend.

We gonna fuckin need it https://t.co/k2QA6sP8n7",FALSE,1,NA,2019-08-14 14:57:10,FALSE,NA,"1161652994041139212",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CJ_Thrawley",0,FALSE,FALSE,NA,NA
"22","We do not need to label whole new class of persons as criminals. ""Thirty or more Mississippi cities and counties ha… https://t.co/X3RrGmYFn0",FALSE,0,NA,2019-08-14 14:56:00,TRUE,NA,"1161652697533243392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MattWAllen",0,FALSE,FALSE,NA,NA
"23","I used it and it really helped me so much! Jesse https://t.co/iGlWyRgLgd",FALSE,0,NA,2019-08-14 14:55:31,FALSE,NA,"1161652577475448835",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","activegirl",0,FALSE,FALSE,NA,NA
"24","RT @George24377377: @KimLibbyEvans1 I'm really blown away with how well things went, I wasent there but I wrote OBoP a nice letter hoping t…",FALSE,0,NA,2019-08-14 14:54:04,FALSE,NA,"1161652214177267713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Havasubum1My",1,TRUE,FALSE,NA,NA
"25","Today on @dublab from 10-noon EST...

<ed><U+00A0><U+00BC><ed><U+00BE><U+00A7>ART DLR’s Shared Assets <ed><U+00A0><U+00BC><ed><U+00BE><U+00A7>

2 hours of @artdlrco mixes hosted by intelligent… https://t.co/k1a7WAwjzf",FALSE,3,NA,2019-08-14 14:36:49,TRUE,NA,"1161647869230813185",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","sorry_records",0,FALSE,FALSE,NA,NA
"26","Will the FDA Use NDI Process to Regulate #CBD or #Kratom OFF the Open Market? https://t.co/gyKSSWGK0T #kratomsaveslives",FALSE,0,NA,2019-08-14 14:34:35,FALSE,NA,"1161647308662038528",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","healthseeker",0,FALSE,FALSE,NA,NA
"27","RT @opssinfo: Considering kratom? Consider these quick facts and learn more about it: https://t.co/FQhOZ9NUBT https://t.co/ecQyByC8XA",FALSE,0,NA,2019-08-14 14:33:11,FALSE,NA,"1161646955539423232",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IKnowNutrition",1,TRUE,FALSE,NA,NA
"28","Shopping Cart https://t.co/navFD8T3th",FALSE,0,NA,2019-08-14 14:30:25,FALSE,NA,"1161646258739695616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RachelB00402105",0,FALSE,FALSE,NA,NA
"29","@tomatoupstairs6 Sound like it. When you get into a routine, your body will actually produce more energy at that ti… https://t.co/tbLxPxHrot",FALSE,1,"tomatoupstairs6",2019-08-14 14:24:40,TRUE,"1161644402961313792","1161644814275895296","2764389459","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BobbyGeorge25",0,FALSE,FALSE,NA,NA
"30","RT @EncarnitaPyle: Legislator says he introduced bill to keep kratom legal in Ohio to spur discussion
'At this stage, I don’t even know if…",FALSE,0,NA,2019-08-14 14:23:07,FALSE,NA,"1161644422251065345",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PatrickACooley",1,TRUE,FALSE,NA,NA
"31","RT @healthseeker: How #Kratom May Help Support a Positive Attitude, Leading to Healthier Behaviors. Diabetics, in particular feel driven to…",FALSE,0,NA,2019-08-14 14:21:34,FALSE,NA,"1161644034923880449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","handballfreak69",3,TRUE,FALSE,NA,NA
"32","an kratom help people kick powerful opioid addictions? (YES! It can!) Join our August 21 webinar with Director of O… https://t.co/pi7YBGhSha",FALSE,0,NA,2019-08-14 14:20:14,TRUE,NA,"1161643697458622471",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Kratom_United",0,FALSE,FALSE,NA,NA
"33","RT @Rakyat_Kalbar: Tim Kemenko Polhukam Tinjau Kebun dan Pabrik Kratom di Kapuas Hulu https://t.co/Qq0ltfJZGq https://t.co/kWg7nOnVxN",FALSE,0,NA,2019-08-14 14:16:00,FALSE,NA,"1161642631874531328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maryha7",1,TRUE,FALSE,NA,NA
"34","MitraGaia offers high quality, lab tested products, &amp; same day shipping, leading to rave reviews! Visit… https://t.co/PbyC5W9xmP",FALSE,0,NA,2019-08-14 14:13:11,TRUE,NA,"1161641922496225280",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mitragaia",0,FALSE,FALSE,NA,NA
"35","So Twitter decided to lock my account?  For what?  Talking about Kratom?  Calling CNN out?  Why?",FALSE,1,NA,2019-08-14 14:08:16,FALSE,NA,"1161640686279634945",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SaveTurtles462",0,FALSE,FALSE,NA,NA
"36","@drmattp Yes it can as long as ppl only use raw herb, not extract or adulterated kratom. I'll celebrate 22 yrs sobe… https://t.co/EFaZR2BLnw",FALSE,0,"drmattp",2019-08-14 14:08:10,TRUE,"1156223662091100163","1161640661671698432","378328198","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kratom_United",0,FALSE,FALSE,NA,NA
"37","RT @TheKratomAssn: Celebrate the Ohio Victory by ordering a limited edition AKA shirt and hat! We're working with Custom Ink to sell AKA of…",FALSE,0,NA,2019-08-14 14:08:09,FALSE,NA,"1161640657770995714",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","houseoftheviiv",25,TRUE,FALSE,NA,NA
"38","With 40/50% ppl don't have access to treatment, kratom can help fill in the gap. Register to join in on the show by… https://t.co/JCT1k10x5I",FALSE,1,NA,2019-08-14 14:06:56,TRUE,NA,"1161640349305057281",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kratom_United",0,FALSE,FALSE,NA,NA
"39","@2kool4thisworld Kratom",FALSE,0,"2kool4thisworld",2019-08-14 14:04:48,FALSE,"1161267346562015232","1161639815579865089","4905950789","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","possessedkid",0,FALSE,FALSE,NA,NA
"40","RT @ColeyCrawler: I was a skeptic but now I’m a believer! #kratom is life-saving! Opioids = horrible life here is a great alternative I urg…",FALSE,0,NA,2019-08-14 14:02:43,FALSE,NA,"1161639291442933762",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanKahmann",1,TRUE,FALSE,NA,NA
"41","@HaddowMac @MarcSwogger Good oppurtunity to get facts out! Tomorrow, I'll have 22 yrs sober. So I have a little 1st… https://t.co/yxx94ieqmX",FALSE,3,"HaddowMac",2019-08-14 14:02:14,TRUE,NA,"1161639166620372992","1151994028696621056","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kratom_United",0,FALSE,FALSE,NA,NA
