FEI,Firm_Name ,Count_of_Operations,FDA483_Issued 
3006581153,Pharma Bio Serv PR  Inc.,2,N
3006581963,Gross  Kenneth  G  MD,2,Y
3006593179,Jaffe  Richard L. M.D.,2,N
3006593387,Kimberly Blackwell  M.D.,2,N
3006601273,Francisco O. Hernandez  MD.,2,Y
3006612786,Target Health  Inc.,2,N
3006612947,Anton L. Duke   M.D.  P.I.,2,Y
3006613375,Steven D Strausbaugh MD,2,N
3006616549,Oh So Clean  Inc. dba CleanWell Company,2,Y
3006635869,Ams Laboratories Pty Limited,2,Y
3006646520,Insys Therapeutics Inc,2,N
3006648734,Aziz Shaibani  MD  PI,2,N
3006649002,Michael Sperling  M.D.,2,N
3006649103,Bioreserve Clinical Research Private Limited,2,Y
3006649444,Josiassen  Richard C.  PhD,2,Y
3006650719,Barry C Lubin MD,2,Y
3006651658,Hologic Ltd.,2,N
3006651658,Hologic Ltd.,2,Y
3006677548,Berwald  Dr Bruce,2,Y
3006683988,Robert T. Matheson  M.D.,2,N
3006683988,Robert T. Matheson  M.D.,2,Y
3006684386,LabAnalysis S.R.L.,2,N
3006686205,Dr. Manisha H. Shah,2,Y
3006691070,Dr. Celine Bouchard  Clinique RSF Inc.,2,N
3006695810,Alan L. Schneider  M.D.,2,
3006706683,Richard L. Rauck  M.D.,2,N
3006707963,Bunce  Christopher M.D.,2,Y
3006707998,Amy S Holmes MD,2,
3006712243,SUNY Stony Brook (IRB),2,N
3006719767,Apex Pharmaceuticals Inc.,2,
3006720617,Meenakshi Mission Hospital and Research Centre,2,Y
3006720731,Petr Neuzil  M.D.,2,N
3006720739,Galina K. Matsievskaia  M.D.,2,N
3006722112,Apollo Endosurgery Inc,2,N
3006729879,Bruce D. Cheson MD,2,N
3006732840,prim. Doc MUDr Josef Jandik  CSc.,2,Y
3006734201,eResearchTechnology  Inc.,2,N
3006734260,Shamim  Dr Talha,2,N
3006748968,Peter Gross  Prof. Dr. med.,2,Y
3006760994,Richard A Elion MD,2,N
3006774352,Anthony Sussman  MD,2,N
3006779900,Pollak  Richard  DPM  MS,2,Y
3006779902,Ira J. Gottlieb   DPM,2,N
3006788678,Arteriocyte Medical Systems Inc,2,N
3006788678,Arteriocyte Medical Systems Inc,2,Y
3006789341,Lin  Henry MD,2,Y
3006792789,James L Borders MD,2,N
3006792804,Mark W. Graves  MD,2,N
3006793585,Billings  Joanne L.  M.D.  Clinical Investigator,2,N
3006799640,Frontage Laboratories  Inc.,2,N
3006802333,Ramon M. Cestero  M.D.,2,N
3006806241,JBS United  Inc.,2,Y
3006810082,Dr. Valentin Fuster & Dr. Samin Sharma,2,N
3006810554,Rx Development Resources  LLC,2,N
3006848892,Charlotte Feeds Inc,2,N
3006948403,Chemical Analysis Pty Ltd,2,Y
3006949803,Advinus Therapeutics,2,N
3006989570,Diane J Nugent MD,2,Y
3006989604,Yale M Cohen  MD,2,Y
3006989610,Ulrika Birgersdotter-Green MD,2,Y
3006996990,Robert B Ettenger  MD,2,Y
3007005266,Jackson  Robert L.  D.O.,2,Y
3007005266,Jackson  Robert L.  D.O.,2,
3007007151,Ritchard L. Fishman  M.D.,2,Y
3007007151,Ritchard L. Fishman  M.D.,2,
3007009836,Schmidt  D.O.  Leah,2,N
3007010649,DBS Labs Inc.,2,
3007013291,Sligh  Teresa S. MD,2,Y
3007013778,William D. O'Riordan  M.D.,2,Y
3007022121,David C. Larsen  MD,2,Y
3007024261,Covance  Inc.,2,Y
3007026972,Eurofins Pharma Bioanalytics Services US Inc,2,Y
3007037118,Duvic  Madeline  M.D.,2,N
3007040324,Sneeze Wheeze Itch Assoc,2,
3007043807,Bucko  Alicia D.  D.O.,2,N
3007054624,John M Tew Jr MD,2,N
3007054773,Mohamed S. Al-Ibrahim  MB  ChB,2,N
3007058922,Lange  Gudrun Ph.D. ,2,Y
3007059649,Teva Biopharmaceuticals USA,2,
3007066534,CRS Clinical Research Services Mannheim GmbH,2,Y
3007078804,Torrent Research Centre,2,N
3007078919,Apotex Research Private Limited,2,N
3007091691,Carl P. Griffin  M.D.,2,N
3007094463,McLaughlin  Vallerie  MD,2,Y
3007102566,Ara Dikranian  MD,2,Y
3007109234,Vivek R Awasty MD,2,N
3007136282,Mandeep S. Oberoi  M.D.,2,Y
3007145092,Kyle Patrick  DO,2,N
3007145336,Feldman  Jeremy,2,Y
3007145736,Insightec  Inc,2,N
3007152666,Aqua Bounty Technologies,2,N
3007155865,Vet Path Services Inc,2,N
3007158681,ICON Early Phase Services,2,N
3007158681,ICON Early Phase Services,2,Y
3007159391,Mark V. DiBuono  MD,2,N
3007160443,Virtua IRB,2,Y
3007163807,PharmaNet Canada Inc,2,N
3007165135,ALS Scandinavia AB,2,Y
3007173409,Jonathan Rome  MD,2,Y
3007182134,Prof. Vladimir A Tochilov  MD  Ph. D.,2,Y
3007182163,Stephane Oudard  MD,2,Y
3007183631,Castellvi Antonio  MD,2,Y
3007198581,Indiana Orthopaedic Hospital IRB,2,Y
3007199862,Naveed Iqbal  M.D.,2,Y
3007201897,Jose Cancelas-Perez MD,2,N
3007202108,Hou  Antony  M.D.,2,Y
3007207754,Dr. Rubin H. Saavedra,2,Y
3007209619,Aranda Juan  MD,2,N
3007210311,Bridgepoint Medical  A Subsidiary of Boston Scientific Corp,2,N
3007210786,California Family Health Council IRB,2,N
3007210870,Tryton Medical,2,N
3007213186,Arhens  Dr Richard,2,N
3007213530,Jalal K Ghali  MD,2,Y
3007213780,Kim  Lawrence  M.D.,2,Y
3007236518,RiconPharma LLC,2,N
3007240227,Accutest Clinical Research Pvt Ltd,2,N
3007240227,Accutest Clinical Research Pvt Ltd,2,Y
3007240297,Synchron Research Services Pvt. Ltd.,2,N
3007245855,Vargas  Dr Ramon,2,N
3007250204,Resonant Sensors  Inc.,2,
3007265276,Karl G. Heine  MD.,2,
3007269218,Dr. D.  Alan Lankford   Ph.D,2,N
3007271425,Bailey  Timothy S.  MD,2,N
3007272264,Prof. Anatoly Makhson M.D. PhD,2,N
3007284006,Spectranetics Corporation,2,Y
3007291509,Grace Analytical Lab Inc,2,N
3007293790,Dr. Ahmad H. Sulaiman Dept of Psychological Medicine,2,Y
3007305069,James A. Solomon  MD,2,
3007308769,Hameln RDS A.S.,2,Y
3007315690,Punjwani Sohail S.  MD,2,Y
3007315690,Punjwani Sohail S.  MD,2,
3007319135,Robert Joseph Jeanfreau  MD,2,N
3007335310,PeaceHealth Laboratories,2,
3007349260,Preventive Physiology and Medicine  Inc.,2,
3007360994,Dr. Luis Rivera  Jefe Perinatologia,2,Y
3007362628,Boston Biomedical Associates  LLC,2,N
3007371559,Dr. Luis RIvera Centro Sanitario de Santo Domingo,2,Y
3007372567,Hyun Bae  M.D.,2,N
3007378821,Sumika Chemical Analysis Service  Ltd.,2,Y
3007381886,Dakhil  Dr Shaker,2,N
3007383292,Janusz Rolski  M.D.  PhD. Klinika Klinika Nowotworow,2,Y
3007390777,C.A.R.E. Fertility,2,N
3007392429,Aurobindo Pharma Ltd,2,
3007400923,Pedro F. Lagrosa  M.D.,2,N
3007400923,Pedro F. Lagrosa  M.D.,2,Y
3007417577,Polypeptide Laboratories France,2,N
3007423443,Diamond  Eric  D.P.M.,2,N
3007455800,Thomas K. Jones  MD -- Clinical Investigator,2,Y
3007457410,Tark  Marvin  M.D.,2,N
3007466347,FXM Research Corp.,2,N
3007466347,FXM Research Corp.,2,
3007475571,Lee  Eric  M.D.,2,N
3007481308,Pozner  Jason N. MD,2,Y
3007490536,Laboratorio Dr F Echevarne Analisis,2,N
3007491136,Karsh  Lawrence  M.D.,2,Y
3007496131,Stuart H. Isaacson  M.D.,2,N
3007496989,Stuart A. Weinzimer  M.D.,2,N
3007501745,Merz Pharmaceuticals GmbH,2,Y
3007502104,Attalla  Ashraf  M.D.,2,N
3007502124,Antonio Y. Hardan  M.D.,2,N
3007503212,John A Ward M D,2,
3007504184,Speed Laboratory Inc.,2,Y
3007512695,Sun Pharma Advanced Research Company Ltd,2,N
3007515034,St. Josephs Translational Research Institute,2,N
3007518003,Shiovitz  Thomas M.  M.D.,2,N
3007518488,Lonza Biologics Plc,2,Y
3007525376,Muckerman II   M.D.   Richard C. ,2,
3007526917,Lydia J. Cohan   M.D.,2,Y
3007529724,Xenometrics  LLC,2,Y
3007531845,Renzo Galanello M.D.,2,N
3007540383,R. Garn Mabey Jr.  M.D.,2,Y
3007543295,Johnson & Johnson Private Limited,2,N
3007554404,Mark A Turner MD,2,N
3007563945,Aguilar  Richard MD,2,Y
3007567217,Jiri Mayer  MUDr  CSc,2,N
3007573463,Tatooles  Antone J.  M.D.,2,N
3007575772,Dr. Steven M. Horwitz  M.D.,2,N
3007575803,Michelle Fanale  M.D.,2,N
3007602003,Eurofins Pharma Quality Control,2,N
3007605615,"Dowling (""Dow"") B. Stough  IV  M.D.",2,Y
3007609865,Alpharma Animal Health Inc,2,
3007613146,Comprehensive Clinical Development  Inc.,2,
3007628822,Steve Sitar  MD,2,N
3007628822,Steve Sitar  MD,2,Y
3007632371,Ash Access Technology  Inc.,2,N
3007632371,Ash Access Technology  Inc.,2,
3007635406,Thomas E. Flynn  M.D.,2,Y
3007637859,Scott Alan Wilson  M.D.,2,Y
3007648430,TSRL  Inc.,2,Y
3007650110,Deborah Sun  Ph.D.,2,N
3007666314,Inspire Medical Systems Inc.,2,N
3007675234,Michelle Ruha  M.D.,2,N
3007675366,Ultimate Labs  Inc,2,N
3007684569,Cadila Pharmaceuticals Limited,2,Y
3007694518,Synapse Labs Pvt Ltd,2,
3007697567,H. Frank Farmer Jr.  MD  PhD,2,N
3007700266,Stephan A. Bart  Sr.  MD,2,N
3007701608,Ledesma  Gilbert  M.D.,2,N
3007703450,T. Joseph Raoof  MD,2,N
3007703969,Bial Portela & Ca. S.A.,2,N
3007704654,Particle Analytical ApS,2,N
3007704849,Ostund  Dr Richard,2,N
3007718272,Alpha Independent Review Board Inc,2,N
3007740441,Joinn Laboratories Co. Ltd.,2,Y
3007748859,Boehringer Ingelheim Pharma Gmbh & Co. Kg,2,
3007754179,The Integra Group  Inc.,2,Y
3007757937,Randall Carpenter  DVM,2,N
3007766501,ReSearch Pharmaceutical Services  Inc.,2,N
3007771901,King  Jeanne A. M.D./Clin. Inv.,2,Y
3007787705,Helen Mintz-Hittner  M.D.,2,Y
3007788084,Harrison IRB  LLC,2,N
3007798884,Compass IRB  LLC,2,N
3007803720,Susan A. Diamond,2,N
3007826648,Colin Marchant  MD,2,N
3007837297,Lisa B. Abdishoo  MD,2,N
3007838011,Charles River Laboratories Skokie LLC,2,N
3007841672,Texas Health Resources System  IRB,2,N
3007843089,Scottsdale Healthcare IRB,2,N
3007851788,John H. Joseph  M.D,2,N
3007867647,Seqirus Inc,2,N
3007867647,Seqirus Inc,2,Y
3007869634,Silliker Australia Pty Ltd,2,Y
3007875602,BioMARC,2,Y
3007884119,Alliance Contract Pharma  Llc,2,N
3007885540,Martin B. Leon   M.D.,2,N
3007888874,Chu  Yun-Sen Ralph  M.D.  Clinical Investigator,2,N
3007899469,Nova Southeastern University IRB,2,Y
3007900399,Mark A Klaassen  M.D.,2,Y
3007902181,Bruce Silverstein  M.D.,2,N
3007907068,Clinigene International  Ltd.,2,N
3007916601,Techpharm GmbH,2,N
3007923388,Autoimmune Therapies,2,
3007934906,Reshape Medical Inc,2,N
3007938603,Cadila Healthcare Ltd.,2,Y
3007939312,David Delurgio  Md,2,N
3007940998,Amarex Clinical Research  LLC,2,N
3007946708,David R. Liljenquist  M.D.,2,
3007949360,Robert  L. Findling  M.D.,2,N
3007950276,Gregory Elsner  M.D.,2,Y
3007951343,John M. Pagel,2,
3007972010,CVRx  Inc.,2,N
3007992266,Catalent Micron Technologies  Inc.,2,Y
3007993980,J&S Studies Inc.,2,N
3007993980,J&S Studies Inc.,2,
3008001868,Leonardi  Michael,2,N
3008005809,Dr Jacob Aelion,2,Y
3008013027,Dr. Neal D. Shore  Clinical Investigator,2,N
3008021871,R/D Clinical Research  Inc ,2,N
3008026267,Matthew N. Songer  MD,2,Y
3008029977,Michael R. Soules  M.d.,2,
3008033084,Selagamsetty  Munni R.  MD,2,Y
3008036485,Suresh Ramalingam,2,Y
3008042624,Ari Zimran  M.D.,2,Y
3008095522,Bouda  Dr David W,2,N
3008134278,Richard A. Kahlstrom,2,N
3008160422,Chester L. Fisher  Jr.  MD of Health Research of Hampton Rds,2,N
3008160591,Peter T. Pugliese MD and Associates,2,N
3008161638,Gilbert Zoghbi M D,2,N
3008184637,Ikeadi Ndukwu  M.D.,2,
3008189481,Paladin Labs,2,N
3008196979,Mccall  John,2,N
3008205455,California Center For Reproductive Sciences,2,Y
3008206797,Galephar Pharmaceutical Research  Inc.,2,Y
3008206797,Galephar Pharmaceutical Research  Inc.,2,
3008215426,Gregory T. Simonian  MD,2,Y
3008215884,Frey  Dr Sharon E,2,N
3008219043,Bioclin Research Laboratories Ltd,2,N
3008220949,Laboratoire Icare,2,N
3008231206,Betty K. Tuller Ph.D.,2,
3008240197,Eric J. Lawitz  M.D.  Clinical Investigator,2,Y
3008257306,Pen Bay Health IRB,2,Y
3008260036,James W. Baker  MD,2,
3008260643,Terry O'reilly  M.D.,2,N
3008262422,Suisse Technology Partners Ltd,2,N
3008281957,Purvi Mehra  MD,2,Y
3008282851,Indian Institute Of Chemical Technology,2,Y
3008283036,Bret Wittmer MD,2,N
3008286831,University Of Chicago Medical Ctr  Clinical Microbiology,2,N
3008293991,Haupt Pharma Amareg GmbH,2,N
3008296729,Cerexa  Inc.,2,N
3008305491,Matthew D. Edmonds  DVM  PhD,2,N
3008311325,Mark E. Kutner  MD,2,Y
3008327562,Dairyamerica Laboratory,2,
3008355456,Lupin Bioresearch Center,2,
3008355575,Fortis Clinical Research Limited,2,Y
3008360647,Douglas G. Young  MD,2,
3008360661,Philip Snell,2,N
3008361755,WuXi AppTec (Shanghai) Co.  Ltd.,2,Y
3008363369,Canton Vet Clinic,2,N
3008371894,Laboval Inc.,2,N
3008374644,PPD Inc.,2,
3008404502,Stephanie S. Correa  DVM,2,
3008407366,Minnesota Clinical Study Center,2,Y
3008410340,Radpharm  Inc.,2,N
3008411494,Terapia S.A.,2,N
3008412431,Nathan M. Bass  MD  PhD,2,Y
3008420267,John Caton  Jr.,2,
3008420332,Moustafa  Moustafa A.  M.D.,2,Y
3008429736,Gregory  Q. Marsella  M.D.  P.A.,2,
3008431846,Shelly L Dunmyer MD,2,N
3008433594,Yao  Joseph DC  MD  Clinical Investigator,2,N
3008439098,Benjamin D. Gold  M.D. ,2,Y
3008471015,Northwest Clinical Trials  Inc.,2,N
3008471808,Sachar  Ravish Md,2,N
3008471840,Dr. Maki   Jeffrey ,2,
3008472034,Hanna Khoury,2,Y
3008481150,Dr. David Eric Bolster,2,N
3008483713,Apinya B. Vutikullird  D.O.,2,
3008488237,Quintiles Drug Research Unit,2,N
3008488291,Cliantha Research Ltd.,2,N
3008511993,Clinical Partners LLC,2,N
3008514428,Marilou G. Cruz  M.D.,2,N
3008514804,David James Kerr  Md,2,Y
3008535840,Sintetica-Bioren S.A.,2,Y
3008538209,Larry Dumont  MBA  PhD,2,N
3008553935,St. Agnes Medical Center IRB,2,N
3008559310,Niazi  Khusrow  Md,2,N
3008562077,St. Mary Medical Center IRB,2,N
3008562307,Robert Cywes  M.D.,2,Y
3008570026,Watson Pharma Pvt. Ltd.,2,Y
3008572709,Isis Services  LLC,2,N
3008580342,Avid Radiopharmaceuticals,2,N
3008585570,Sharon B. Wigal  Ph. D.,2,N
3008594862,Brooke R. Seckel  M.D.,2,Y
3008594934,Peter A. Soukas  M.D.,2,Y
3008595716,Cvr Consulting Pc,2,N
3008597429,MetroWest Medical Center IRB,2,N
3008597497,New England Research Institutes,2,N
3008606266,Forrest General Hospital IRB,2,N
3008606394,Concentrics Research  LLC,2,N
3008613350,BioAssist  Inc.,2,N
3008626436,Mills  Richard M.D.,2,N
3008629072,Dr. Prakash Krishnan,2,N
3008646766,ProHealth Care IRB,2,Y
3008652820,Body  Barbara PHD,2,N
3008660749,Sanford Health IRB,2,N
3008663625,Jorge Waitman  MD,2,N
3008663659,Diego Aizenberg  MD,2,N
3008670483,Richard Berkowitz,2,N
3008680601,Pulsar Vascular Inc,2,Y
3008692411,Steven H. Dayan  MD,2,N
3008694588,Jonathan McCone  MD,2,N
3008698706,Alizee Pathology  LLC,2,N
3008699637,Almac Sciences Limited,2,Y
3008702322,John M. Vierling  M.D.  P.I.,2,N
3008719887,Center for Clinical and Cosmetic Research,2,N
3008723443,Midwest Regional Blood Testing Services LLC,2,
3008728511,Steven R Cohen,2,Y
3008730410,Moeller  Dr Christopher A,2,N
3008735083,Solvias AG,2,N
3008736380,Ava Inc,2,Y
3008743025,David P. Walling  Ph.D.,2,Y
3008755432,Marc Bourliere  M.D.,2,Y
3008763211,Eurofins BioPharma Product Testing Sweden AB,2,Y
3008765247,Aurobindo Pharma Limited,2,N
3008769705,PETNET Solutions  Inc.,2,N
3008773454,Martin Memorial Health Systems IEB,2,Y
3008779785,Martin Van Cleeff  MD,2,N
3008789905,PETNET Solutions Inc,2,N
3008792640,Instituto Dermatologico Domin y Cirugia de Piel Dr. Bogaert,2,N
3008798153,Dr. Jaroslaw Kierkus,2,N
3008800885,Michael Recht  MD,2,Y
3008814204,Center for the Improvement of Human Functioning Intl IRB,2,
3008821931,Michael Bukhalo  M.D.,2,N
3008823984,Robert Boostanfar,2,N
3008829311,Spinal Modulation Inc,2,N
3008847272,Associates of Cape Cod International Inc,2,Y
3008861605,Amneal Pharmaceuticals  LLC,2,N
3008865240,Ajay Gopal,2,Y
3008865369,Andrei R. Shustov  M.D.,2,Y
3008866281,Amaury A. Roman  MD,2,N
3008867670,Centura  dba/Penrose-St. Francis Healthcare System,2,Y
3008889356,Actin Biomed,2,
3008889513,Sami L Bahna MD,2,
3008895594,Osvaldo A. Brusco  Jr.  M.D.  P.A.,2,Y
3008909142,Petnet Solution Inc.,2,Y
3008910148,Petnet Solutions Inc.,2,Y
3008920466,Lunaria spol s.r.o.,2,Y
3008927553,Pinnacle Transplant Technologics  LLC,2,N
3008929709,A & M StabTest GmbH,2,N
3008934559,Adele B.Holmes  MD.  Clinical Investigator,2,N
3008937617,Dr. J. Alastair Carruthers,2,N
3008938702,Prof. Dr. Med Gert Richardt,2,N
3008938939,Dr. Vasily E. Mamonov,2,N
3008946404,Dr. Ronald Goldenberg,2,N
3008954098,Dr. Cristiano Augusto de Freitas Zerbini,2,N
3008957720,Timothy J. Friel  M.D.,2,N
3008979240,Beth A  Hellerstedt,2,Y
3008981435,Rajinder Shiwach  M.D.,2,Y
3009015455,PETNET Solutions  Inc,2,Y
3009033314,Agarwal  Dr Himanshu,2,N
3009036781,R-Tech Ueno  Ltd.,2,Y
3009047848,Steven W. Boyce  M. D.,2,
3009048205,Eurofins QC  Inc.,2,Y
3009058074,Dr. Mario Iovino  MD,2,N
3009078979,MNJ Institute of Medical Oncology and Regional Cancer Center,2,N
3009086494,Laura A. Teasley  M.D.,2,
3009128716,Cypress Medical Research Ctr,2,
3009138014,Evan Robert Goldfischer,2,N
3009145165,Gunderson Clinic Human Subjects Committee,2,N
3009153697,Anita P. Courcoulas  MD,2,Y
3009162354,Beer Kenneth  MD,2,N
3009163403,Pinnacle Research Group  LLC,2,
3009176341,Susan M. O'Brien,2,N
3009180254,Mckesson,2,N
3009180434,UBC Product Support Center,2,N
3009180782,Canfield Scientific  Inc.,2,N
3009200794,Singing River Health System IRB,2,Y
3009212273,Dr. Luminita Rusen,2,N
3009249334,Harold E. Bays MD,2,N
3009255166,Onyx Pharmaceuticals  Inc.  a Subsidiary of Amgen  Inc.,2,Y
3009255642,Gateway Analytical  LLC.,2,N
3009263371,Adele F Mays  DVM,2,N
3009274330,Gordon E. Crofoot,2,N
3009279429,Raj Bhandari,2,N
3009291635,RA Chem Pharma Limited,2,Y
3009291635,RA Chem Pharma Limited,2,
3009295831,Medpace Reference Laboratories,2,N
3009308826,Edward Franek MD,2,N
3009308848,Wan Bebakar  Wan M,2,Y
3009314875,Jonathan K. Wise,2,N
3009323645,Beckman Research Institute  City of Hope,2,Y
3009324929,Premier Research International LLC.,2,Y
3009325162,PRA International,2,
3009380528,Dan A. Streja,2,N
3009389940,Genzyme Corporation,2,Y
3009394449,Bandgar Tushar Ramkrishna,2,N
3009402661,Warner Chilcott (Ireland) Ltd. A Division of Actavis plc,2,N
3009404420,QRxPharma  Inc.,2,N
3009417634,Damien Sanderlin  MD,2,Y
3009420763,Robert J. DaVanzo,2,N
3009423457,Kenneth L McMillan  DVM,2,N
3009453953,Kevin Waltz  OD  MD,2,N
3009478117,Bonduelle USA Inc.,2,
3009483004,Dr Reddy's Laboratories Limited,2,N
3009483004,Dr Reddy's Laboratories Limited,2,
3009506643,Synergy Health Concepts  Inc.,2,Y
3009506643,Synergy Health Concepts  Inc.,2,
3009506728,Zimmerman Research,2,
3009511263,Meyers  Dr Scott L,2,N
3009530688,Freeman  Dr James C,2,N
3009557421,Dr. Alfredo Falcone,2,N
3009560142,Vetter Pharma Fertigung GmbH & Co. KG,2,N
3009567138,East Tennessee Clinical Research  Inc,2,Y
3009572624,Farrell C. Tyson  MD,2,N
3009574457,Erode Cancer Centre,2,Y
3009579540,Manish Mehta  MD,2,N
3009579540,Manish Mehta  MD,2,Y
3009579560,Maurice A. Archuleta  M.D.,2,Y
3009600098,Lightlab Imaging  Inc.,2,
3009607386,Michelle Chambers  M.D.,2,
3009614699,Roger M. Lyons  M.D.,2,N
3009621431,Scott D. Segal,2,Y
3009646199,Clinogent (formerly GVK Biosciences Pvt. Ltd.),2,N
3009647958,Michael E. Ring  MD,2,Y
3009654552,Dr. Yathish Kumar H.M.,2,Y
3009666082,MicroBEST Laboratory,2,
3009669467,Leonard J. Dunn  MD,2,N
3009688205,Aarti Drugs Ltd,2,
3009689874,Bernard H. Doft  M.D.,2,Y
3009694025,NPS Pharmaceuticals  Inc.,2,
3009695624,Omid Nassim  M.D.,2,
3009704806,Rachael E.L. Koenig,2,N
3009712090,Vivere Arizona Reproductive Institute,2,N
3009715833,Parks  Dr David,2,N
3009728648,Uriel Martinowitz  M.D.,2,N
3009743842,Milhem  Dr Mohammed,2,N
3009751352,AbbVie Inc.,2,Y
3009755532,Biogenics Research Institute,2,N
3009768490,Ashco Niulab Industries Ltd,2,
3009769200,Badar  Francisco L. III  M.D.,2,N
3009770905,Diagnostics Research Group,2,N
3009775770,Laurence Chu  MD,2,N
3009793893,Agnesian Healthcare IRB,2,Y
3009798720,Wickham Laboratories Limited,2,Y
3009801867,Makkar  Rajendra  MD,2,N
3009803056,NEA Baptist Memorial Hospital IRB,2,N
3009803131,University of Texas Health Science Center RDRC,2,Y
3009803267,Franciscan St. Elizabeth Health IRB,2,Y
3009829096,Sirius Clinical Research  LLC,2,N
3009830990,Eugene B. McLaurin  M.D.,2,N
3009833279,Robert  Caroline  MD  Ph.D.,2,N
3009840161,Anna F. Fakadej  MD,2,N
3009853808,Beltapharm SPA Subsidary of Strides Arcolab International,2,Y
3009861701,Robin Kroll  M.D.,2,
3009865512,Alexander E. Horwitz  III  M.D.,2,Y
3009867010,Pitts  Gary R,2,
3009871276,Cancer Genetics Inc.,2,N
3009875790,Par BioSciences Pvt. Ltd.,2,
3009877096,Srinvias R. Dukkipati   M.D.,2,N
3009885851,Dimitri Sirakoff  D.O.,2,Y
3009886096,Creative Testing Solutions,2,N
3009887161,Pharmaron,2,Y
3009892875,Drug Monitoring Research Institute (P) LTD.,2,
3009906862,SPRI Clinical Trials  LLC,2,N
3009918196,Agave Clinical Research  LLC,2,N
3009956897,Sicuro  Dr Franco,2,N
3009956902,Joseph A. Kwentus  M.D.,2,N
3009981575,Michael M. Dao  M.D.,2,Y
3010007212,Ashish Pershad,2,N
3010017716,Javad Parvizi. M.D.,2,N
3010026564,Sreedhar Samudrala,2,Y
3010027122,Kar  Saibal MD,2,N
3010046831,Pranav B Sheth MD,2,
3010047204,Matthew J. Cornish  M.D.,2,Y
3010055146,Christopher V. Hutchison  M.D.,2,Y
3010085632,BioMarin International Limited,2,N
3010101049,Steven Rohrbeck,2,
3010109234,Wakarusa Animal Hospital,2,N
3010128556,James Hutton Ltd.,2,Y
3010138966,Excite Pharma Services,2,Y
3010141624,Alan Neuromedical Technologies,2,Y
3010152182,Robert E. Hootkins  M.D.,2,Y
3010158331,Jay H. Sandberg  D.O.,2,Y
3010160490,Samuel N. Lederman  M.D.,2,Y
3010166803,Alliance Technologies  LLC,2,Y
3010168529,Christine Knoll  M.D.,2,N
3010174667,Rheingold  Susan R.  M.D.,2,N
3010177917,Shijiazhuang Rainbowlabs Pharmaceutical Technology Co.  Ltd.,2,N
3010185641,Michele Sewell,2,
3010189996,Michael Jardula,2,N
3010204382,Shareen M. Greenbaum  MD,2,
3010224568,Eduardo Almaguer  MD,2,Y
3010232943,EKG Life Science Solutions,2,
3010260772,Dr. Ellis  Graham C.,2,N
3010297993,Axis Clinicals  Unit II,2,
3010301113,Inflamax Research Inc.,2,N
3010304056,Tamaz Shaburishvili,2,N
3010306581,Ruemu E. Birhiray  M.D.,2,Y
3010312025,Samir J. Azzam  M.D.,2,N
3010312172,Singla  Sonia K.,2,N
3010331961,Robert A. Weiss  MD,2,N
3010354847,Epax Pharma UK Limited,2,Y
3010362951,Medical Research Unlimited  LLC,2,N
3010436585,Reading Health System,2,N
3010446893,Dohmen Safety  LLC,2,N
3010451504,Central India Cancer Research Institute,2,Y
3010466500,James David Branch  M.D.,2,N
3010492524,CTP Laboratories SRL,2,N
3010495019,Clinical Hospital of Ministry of Health,2,
3010510443,Jennifer L. Johnson-Caldwell M.D/Clinical Investigator,2,Y
3010511682,Robert D. Eyzaguirre  MD,2,Y
3010518619,Jeffrey Kingsley  D.O.,2,Y
3010529997,Kashiv Pharma  LLC,2,N
3010572453,inVentiv Health clinical,2,Y
3010585159,Dr. Mahendra Sanapati  MD,2,Y
3010585181,Egilius L.H. Spierings  MD  PhD,2,N
3010598266,Northampton Hospital Corporation d.b.a. Easton Hospital,2,Y
3010615524,G. Marshall Lyon  MD,2,N
3010624029,Humberto I. Aguilar,2,N
3010636147,Automatic Subdermal Injector System  Inc,2,
3010645221,Virginia Research Center  LLC,2,
3010667733,Wright Medical Technology  Inc.,2,Y
3010679023,Foundation Medicine  Inc.,2,Y
3010679023,Foundation Medicine  Inc.,2,
3010685855,Kevin D. Cannon,2,N
3010697644,Marcus Duane Stanbro,2,Y
3010698700,Asirvatham Speciality Hospital,2,
3010700165,ASCENSIA DIABETES CARE US INC.,2,N
3010712401,Dierk Scheinert  MD,2,N
3010716963,Manu Hospital and Research Centre,2,
3010761606,Jeong-Seop Lee,2,Y
3010770796,Walter Fowler,2,Y
3010772783,University of Missouri,2,
3010796990,Sheila A. Peel  MSPH  PhD,2,N
3010818175,WVU Clinical & Pharmacologic Research Center,2,N
3010822769,Velimir A. Luketic  M.D.  Clinical Investigator,2,N
3010825955,Shonka  Dr Nicole,2,N
3010841895,AbbVie Inc,2,N
3010867884,Ormond Medical Arts Pharmaceutical Research Center,2,N
3010867884,Ormond Medical Arts Pharmaceutical Research Center,2,
3010873299,Derek D. Muse  M.D.  Clinical Investigator,2,Y
3010875330,Peak Research LLC,2,N
3010878538,Krywonis  Nancy  M.D.,2,
3010950915,AXIS Clinicals,2,
3010954759,Shreyas Medical Clinic and Hospital,2,
3010969237,Ram K. Shrivastava  M.D.,2,N
3010977321,Richard S. Finn  M.D.,2,Y
3011051624,Meletios A. Dimopoulos  MD,2,Y
3011053417,Jesse M. Carr,2,N
3011057133,Muhammad  Akram Khan. MD,2,N
3011066301,Sparrow Health System IRB #1,2,N
3011070255,Pierre M. Geoffroy  MD,2,N
