Fer,Name,Lines,Value
3002420094,J__R__Simplot_Co__Corporate_HQ,1285,146538
3006223775,Divine_Flavor,1282,100665
3002808384,Taro_Pharmaceuticals_Inc_,1276,0
1000138378,Sigma-Aldrich_Mfg_LLC,1273,1499
1642445,I_Kunik_Co,1270,123800
3008997053,Diageo_Guiness_Usa_Inc_,1267,206316
3002895993,Red_Bull_North_America_Inc_,1263,5399478
3000131547,Cooperative_federee,1261,57280
3002857242,1066259_Ontario_Limited,1253,0
3007739925,Mdc_Housewares_Inc,1253,0
2000023425,Mount_Franklin_Foods_Distribution_Center,1246,59803
3010110425,Beauty_21_Cosmetics_Inc,1239,30054
3009806026,Chetak_New_York_LLC,1233,12321
3006379351,Redpath_Sugar_Ltd_,1231,273856
2182204,GN_Resound_North_American_Inc_,1228,363
3005223231,OZERY_BAKERY,1225,7211
3008650059,Level_Ground_Trading_Limited,1221,253
1000152745,Costco_Wholesale,1220,712691
3009464640,Marquez_Produce_Inc_,1214,21558
2000033894,Gateway_Livestock_Exchange_Inc_,1213,162930
3004787850,Kellogg_Company,1205,302859
1217052,Smiths_Medical,1203,192858
3003318677,Pacific_Exchange_Distributors_Llc,1201,1066
3009044556,Four_Seasons_Produce,1197,636
3012189125,VICTORIA'S_SECRET_STORES_BRAND_M,1192,58
3012390875,CHIQUITA_FRESH_NORTH_AMERICA,1185,156073
3008320811,Tarla_Distributors_Inc_,1172,12606
3008883114,Dunkin_Donuts,1170,160297
3002947440,Codman_&_Shurtleff_Inc_,1169,0
1000525368,Starboard_Cruise_Services_Inc_,1165,57
3001444399,Cargill_Limited,1164,60242
3010803942,Surati_Sweet_Mart_Ii_Llc,1162,8188
1000132994,Brother_Intl_Corp,1161,485501
3008518307,Csus_Llc,1158,14547
3009246986,Avent_Inc_Division_Of_Kimberly_Clarkealth_Care_______,1158,31051
1000241823,Maytag_Corp,1155,316385
3010222732,Sunray_Snacks_Inc_,1155,3997
1643414,Empacadora_GAB_Inc,1152,87683
1000124840,Central_Boeki_California_Ltd,1150,117
3007624594,S_M__Berryland_Llc,1150,1890
3008291571,TRT_ETGO_du_Quebec,1149,244210
3003148084,Molecular_Bio_Prod_Inc,1144,18652
2244814,Lassonde_Pappas_&_Company_Inc_,1130,0
3012094454,BOULART_INC,1130,3
1219343,Haemonetics_Corporation,1118,107351
3012401543,COTT_BEVERAGES_WEST_LTD,1117,5654
3006389245,Continental_Fresh_Llc,1115,12400
1000222023,Johnson_&_Johnson_Vision_Care_Inc_,1114,45
3001300211,Synthes_Ltd_USA,1112,59995
3004281937,Les_Aliments_O'Sole_Mio_Inc,1108,13747
3012438735,METRO_TEA,1105,284
3002252985,Taplow_Ventures_Ltd,1104,8385
3006241215,Microsoft_Corp,1102,1310369
3004488573,Great_Brands_of_Europe,1100,67822
3009146748,La_Molienda_Mexicana_Llc,1099,4240
3012228366,KEURIG_CANADA,1097,2758
3000127989,Misson_Produce,1096,382840
1000435907,Fruvemex_Mexicali_S__A__de_C_V_,1087,3
3012413352,PETCUREAN_PET_NUTRITION_INC,1087,11206
3000004333,Cott_Beverages_West_Ltd,1081,6408
2914130,Constellation_Brands_U_S__Operations_Inc_,1075,557167
1000028297,Brooks_Tropicals_LLC,1071,23490
3010022990,Midwest-Cbk_Llc,1070,149
3011265799,Ikea_Distribution_Services_Inc_,1070,9724
3002793614,Venturer_Electronics_Inc,1069,2520
3003094237,Sparta_2002_Designs_&_Promotions,1056,189
1718850,Sorin_Group_USA_Inc_,1054,19748
3006253533,La_Costena_Usa,1050,41018
2921601,SALTER_LABS,1049,5590
3003468622,Abbott_Of_England,1048,0
3006687681,Peanut_railcar_SHPX454602,1048,20120
3012337363,INTERNATIONAL_FARM_SERVICES_LLC,1046,20197
1220815,Barry_Callebaut,1045,878409
3008722121,Richgrove_Packers,1044,9169
1000447638,Gatorade_Puerto_Rico_Co,1042,34358
2000044492,Phoenix_Feeds_and_Nutrition_Inc,1042,30840
3004314346,Compania_Cervecera_de_Zacatecas_S_de_RL_de_CV,1034,364087
3012403359,PATERSON_GLOBAL_FOODS,1032,166257
3000101737,Erie_James_Ltd_,1030,0
3012320102,SUNFORCE_PRODUCTS_INC,1026,313
3004586992,UPS_Supply_Chain_Solutions_Inc,1022,556
3005979685,Advanced_Cardiovascular_Systems,1022,189517
2521402,B_Braun_Medical_Inc,1020,184721
3006394153,Meyn_America_LLC,1014,73
3006554835,Proximo_Spirits_Inc,1014,1537631
3009212611,Chucho_Produce_Llc,1005,38032
3004302138,Pernod_Ricard_USA,1002,24060
3008659633,HLB_Specialties,1001,37620
3011656489,Dole_Fresh_Fruit_Company,1001,58620
1000345173,Parissa_Laboratories_Inc,1000,3366
3000136578,Barsac_Inc_dba_Adventures_in_Wine,1000,220
3005206004,Goodyear_Farm_Ltd,999,15680
3009173652,Amo_Sales_And_Services_Inc,999,19344
3004871556,EL_MILAGRO,993,203
1316092,Ivoclar_Vivadent_Inc_,990,500
3012438765,NATURE_FRESH_FARM_SALES_INC_,990,20917
3003575613,M_J'S_Fine_Foods_Inc_*,983,230
3007304037,Compania_Topo_Chico_Sa,981,46086
3012413839,DELMAR_COMMODITIES_LTD,978,34799
3001238467,American_Hotel_Register_Co_,975,46311
3005326406,L&M_Companies_Inc,975,63320
3002959943,Aliments_Fontaine_Sante_Inc,974,21
3003147932,Greenpoint_DistributingLlc,972,73331
3010806546,Frank_P_Armellini_Dba_Cal_Veg_Fa,965,1
3009732501,Ingredion_Incorporated,964,111508
3000320983,Invitrogen_Corporation,961,947
3000169160,J_M__Levarht_&_Zn__Bv,957,1540
3000121679,Home_Depot_USA_Inc,954,250031
3007495351,Ge_Medical_Systems_Ultrasound_&,954,3132
3012431295,FERMES_MICHEL_RIENDEAU_LTD,949,0
3010758471,Picklemex_Llc,943,42560
1000445553,Burberrys_Limited,941,399
3006990157,WEDDINGSTAR_INC_,939,3
3002862831,Stick_With_Us_Products,938,0
1120790,Eastland_Food_Corporation,937,673
2246571,Noritake_Co_Inc,936,6525
3004376435,Five_Crowns_Marketing,934,35561
3010327028,Burgessville_Grain_&_Feed_Inc_,934,21625
3005965358,Continental_Sales_Solutions_Inc,933,2210
3003050163,Qi_Botanical_Tea_Canada_Ltd_,931,233
3012312608,GENERAL_ELECTRIC,929,7697
3003156882,Mensajeria_MetropolitanaS_A_De,928,51
1000592551,Apple_Computer_Inc,927,126911
3012050309,GENERAL_ELECTRIC_HEALTHCARE,927,4240
3000125123,Gold_Eye_Distributors_Inc,923,0
3012389133,HIGHLINE_PRODUCE_LTD,922,1910
2227313,Medi_Physics_Inc__dba_GE_Health_Care_Inc_,920,20958
1000080714,BASF_Corporation,917,33
3004277449,Pastas_y_Galletas_de_Tijuana_S__A__de_C_V_,916,5906
3004736483,MARTINEZ_&_SONS_PRODUCE_INC,907,9072
3012397903,MEDTRONIC_INTERNATIONAL_TRADING,906,24024
1000306679,Regis_Corporation,904,0
2510831,Boiron_Inc_,903,1005
3002822034,Torre_&_Tagus_Designs_Ltd,902,298
3003766755,Cargill_Limited,898,30000
3002815997,Prime_Pastries,895,10
3011705060,Hewlett_Packard_Enterprise_Compa,895,4336
3011782096,Atu_Americas_Llc,895,462
1000639909,Depuy_Inc,891,3597
3009308849,Global_Green_Team_BV,890,11484
3011255923,Stryker_Corporation,890,3189
3004524215,Mobis_Parts_America_Llc,881,315
3009949815,GROWER_ALLIANCE_LLC,881,28166
3000101074,Canbra_Foods_Ltd,879,98320
1111136,Interbake_Foods_Llc,877,12928
3012381117,O-I_PACKAGING_SOLUTIONS_LLC,875,47753
2529090,Scican,873,0
3005036474,1693778_Ontario,873,3591
3000142610,St_Maarten_Spirits_Ltd,870,268993
3012417686,JONES_SODA_CO_USA_INC,870,10280
3000144157,Freshwater_Fish_Marketing,868,66269
2433636,Sunshine_Wholesale_Groc_Co_Inc,867,350
3012411810,KINGDOM_FRESH_PRODUCE_MCALLEN_,864,13113
3005828301,General_Electric,861,11869
3005483969,All_Seasons_Mushrooms_Inc,859,8577
3004486099,Windsor_Wholesale_Bait,856,397
3012128680,MISSION_DE_MEXICO_S_A__DE_C_V_,855,146590
1924669,Remel_Inc,849,263
3002553186,Rafi_Industries_Inc,849,238747
3003768290,MED-I-PANT_INC_,849,0
3008967559,Del_Monte_Fresh_Produce_N_A__Inc__HQ,848,150932
3010588745,GRK_Imports,845,476
3003648717,Give_and_Go_Prepared_Foods_Corp_-_Finch,843,13555
3011167250,Halyard_Sales_Llc,839,11475
3012360577,3M_COMPANY,836,16810
3002901304,Bacardi_U_S_A_Inc,832,941362
1000448358,Praxair_Inc_,831,23426
3000103501,Exeter_Produce_&_Storage_Company_Limited,828,0
3006622564,Advanced_Skyline_Technology_Ltd,828,23000
3001717360,Southmedic_Inc_,826,0
3002179693,English_Bay_Batter_L_P_,822,0
3007651266,Pocas_International_Corp,821,10790
3004248649,Sensus_America_LLC,819,106241
3002581735,Encore_Glass_Inc,814,75765
3012399497,BERRY_VEG_DE_BAJA_SA_DE_CV,814,33264
3004253888,Congelados_La_Hacienda_SA_de_CV,813,118144
3008061623,SPI_West_Port_Inc_,810,84187
3000227251,Diciocco_Farms_Inc,809,0
3000128306,Jelinek_Cork_Ltd,805,0
3008329613,Mdg_Computers_Canada_Inc,803,481
3001353107,Popowich_Milling_Ltd,800,64236
3010497839,Givaudan_Fragrances_Company,799,41000
1000208905,C__R__Bard_Inc_,798,148135
1037117,Alltech_Inc,796,86753
1000275570,Quaker_Oats_Co,795,250266
3002592409,Nustef_International_Inc,790,0
3009439040,Lansing_Trade_Group_LLC,790,26020
3000036717,Tamming_Foods_Ltd,789,35814
3004355593,Zantingh_Swine_Inc,789,0
3011831022,Fruits_&_Passion_Boutiques_Inc,788,533
3000007986,General_Electric_Co_Gems_,787,18475
3001149634,United_Farmers_Inc_,777,64480
3009967069,Royal_Flavor_Llc,775,6160
3006055387,Raz_Design_Inc,773,0
3007279848,W_&_H_Impex_Inc,772,1016
3009584394,Berry_Veg_De_Baja_Sa_De_Cv,770,33264
1000140071,General_Mills_Inc,769,164532
3001325219,Dominion_Malting_Ltd,769,38820
3006061158,Classic_Fruit_Company,768,47500
3012255913,SIEMENS_MEDICAL_SOLUTIONS_USAIN,767,24645
3000187028,EXFO,763,4750
1000597340,Ecco_Domani_USA_Inc,762,342957
3004332517,Nongshim_America_Inc_,757,58174
3011709508,St_Jeans_Cannery,755,3848
3000124768,Bose_Corp,753,418
3000134264,Quality_Home_Products,749,0
3011822314,Omcan_Inc,741,0
3006748512,Chs_Inc,739,37376
3004403894,Bland_Farms,737,56693
3012153001,LA_COOP_FEDEREE,731,11980
3009724518,Gavilon_Grain_LLC,729,52776
3002663762,Bee_Sweet_Citrus,728,117376
3010020204,Brother_International,723,253263
3002089334,Peak_of_the_Market,720,29938
3004358294,Hilti_National_Distribution,720,75028
3012431306,MAYTAG_SALES_INC,715,175843
1419341,Leica_Biosystems_Richmond_Inc_,713,1474
3000243952,Axel_Kraft_Int'L_Inc_,712,0
3000067487,The_Original_Cakerie_Ltd_,711,500
3010588332,Honeywell_Safety_Products_Usa,707,2145
3012387042,AGRICOLA_EL_ROSAL_SERVICES_USA,705,63060
3002677549,AMD_Medicom_Inc_,701,1
3002807757,Novocol_Pharmaceutical_of_Canada_Inc_,700,39548
3003656912,Herbs_By_The_Pound_LLC,699,547
3003692811,Ambutech,699,189
3003035646,Coleman_Co_Inc,689,643770
3009244495,Oag_Global,686,249900
1000087323,Handheld_Products_Inc__a_division_of_Honeywell,684,500
3001706108,Baskin_Livestock,684,970
2523375,Pride_Mobility_Products_Corp,683,0
3003020155,Kapital_Produce_2000_Inc,683,0
1000546292,California_Artichoke_and_Vegetable_Growers_Corporation,682,7725
3012241089,PARBEL_OF_FLORIDA_INC_,681,69
3013298935,L'OREAL_USA_PRODUCTS_INC,680,9004500
3007078402,Arcadia_Group_Usa_Limited,679,148
3006328262,Odom_Corp,678,8280
3005888758,Acer_Service_Corporation,677,503
3019216,Philips_Ultrasound_Inc,674,10560
2310525,Sazerac_Co_Inc,673,61457
3006329329,Best_Oriental_Produce_Inc_,667,6700
3000120956,Hensall_Distribution,665,22170
3003676136,St_Regis_Crystal_Inc,661,0
3000162025,Olympic_Wholesale_Co_Ltd_USA_,660,15395
3010822916,Canadian_Wood_Prod_-_Montreal,660,32000
3005694540,Exp_Group_Llc,659,60034
3007540528,Pura_Vida_Farms_Llc,656,38098
3012404634,ANHEUSER-BUSCH_LLC,656,71093
3012415018,JACOBS_FARM_DEL_CABO_INC_DBA_FA,655,9135
3001443767,Lallemand_Bio_Ingredients,651,41099
3000120088,Mercedes_Benz_Of_N_A_,650,13
3005930036,Ims_Of_Western_Ny,650,0
3006619918,Deka_Trading_Corp,649,4710
3009949314,TWI_Foods_Inc_,649,4005
3004294398,Organics_Unlimited_Inc_,646,41203
3006142210,Nonuttin_Foods_Inc,643,303
2000022144,PAC_RIM_TRADERS,642,0
3002532545,Trad_Inc_,641,2381
3005334909,Lesley_Stowe_Fine_Foods,640,12264
3003394294,Creative_Co-Op_Inc,639,30
3000042526,European_Cheesecake_Factory_Ltd_,638,1
3012611382,GOURMET_DU_VILLAGE,638,193
3012068728,Southwest_Onion_Growers_Llc_,637,12824
3005156481,Umbra_Llc,636,39
1215526,North_Coast_Seafoods_Corp_,632,56675
3004830163,Symak_Sales_Co__Inc_,632,30
3004458512,J_F_Produce_Inc,631,7116
3004465887,Orto_Ped_Inc,629,0
3005471235,San_Jose_y_Su_Agricultura,625,26620
3000169287,Greenfield_Specialty_Alcohols_Inc_,623,87074
3007295503,Gavilon_Grain,622,34481
3012086027,STRYKER_INSTRUMENTS,622,3167
3007918460,Flextronics_Logistics_Usa,621,675
3005961675,T_R__Sales_Co__Inc,619,14700
3000072529,Hillside_Gardens_Ltd,618,0
3003272769,Amvex_Corporation,618,0
3009165539,Dental_Brands_for_Less,616,0
3004628113,Tortillas_Superior_Llc,615,923
2246798,Atalanta_Corporation,612,58598
3001005780,Mondiv_Division_Of_Lassonde_Specialties_Inc_,612,82003
3003701507,Valstar_Holland,612,240
1000369876,J_B__LAVERDURE,608,6750
3003236437,Buanderie_Blanchelle_Inc,606,59848
3003509842,Gilmore_Global_Log,606,0
3009971565,MAS_Melons_&_Grapes_LLC,603,43545
3008730267,Erika_Of_Texas_Inc_,602,312270
3002698979,Salerm_Cosmetica_Profesional_Inc,601,1184
3004589602,UPS_Supply_Chain_Solutions_Inc,595,53
3002788264,Mitsuwa_Corporation,592,1139
3004047045,Bayer_Healthcare_Llc,591,87576
2527072,Martech_Medical_Products_Inc_,587,23
3004275550,Duty_Free_Air_and_Ship_Supply_DFASS_,586,35
3009551061,Beauty_Depot,586,0
3005071221,ABC_Netherlands_LLC,585,15
3010319641,C_R__Bard_Inc,583,693
3008542795,Sur-Mex_Pickles_Llc_,582,20072
3011024276,Rogers_Worldwide_Import_Svcs_Inc,582,16
2912048,E_&_J_Gallo_Winery,581,104716
3011845496,Simport_Scientifique_Inc,580,0
3009152640,Philips_Medical_Systems_Sps,579,17164
3011105850,Amg_Medical_Inc_,578,132
3004353591,West_Coast_Distributing,577,144660
3004503405,Broadgrain_Commodities,577,34269
3009544491,Span_Medical_Products_Canada_Inc,577,1284
3002789282,Bfs_Entertainment_&_Multimedia_L,576,0
3011720897,Agricola_La_Bocana_Spr_De_Rl,575,117
3012298661,Allens_Fisheries_Limited,575,12150
3003394286,Warsteiner_Importers_Agency,573,6167
3012247294,P-AMERICAS_LLC,573,6848
3009400244,Delta_Fresh_Sales_LLC,572,56650
3000120006,Boskovich_Farms_Inc_,570,25972
3000202946,NZG_Specialties_Inc,570,49381
2243533,Campbell_Soup_Supply_Co__LLC,569,78351
3003838008,Golden_Star_Trading,568,97267
3010319168,Agrocentre_Farnham_inc,568,31650
3001262090,Johnson_Matthey_Catalog_Co_Inc,567,177
3004345233,Mexifrutas_S_a__De_C_v_,567,61529
3003399048,Ball_Corporation,566,0
3005275737,Tobaccoville_Usa_Inc,565,0
3008917133,7774672_Canada_Inc_,565,0
3003759514,Robert_Mosher_Transport_Inc,564,18314
1000566943,Fluke_Electronics_Corporation,562,11051
3012443738,LA_COSTE_A_USA_DBA_ARIZONA_CANNI,562,38282
3001675293,Intuitive_Surgical_Inc_,561,254048
3019954,Columbia_Export_Terminal,559,38480
3002711060,Michel_Germain,559,196
1000641655,Matsushita_Avionics_Systems_Co_,558,48493
3010562296,WR_Group_Inc_,556,66
3005269673,Greenbrier_International_Inc,555,0
3007229434,Apache_Produce_Imports_Llc,554,31194
3010116273,Pacific_Northwest_Shellfish_Co_Ltd_,552,3913
3006150406,Mexicorp_Llc,551,23422
3010863513,Queen_Charlotte_Lodge_Ltd_,549,420
3001701224,Fresh_Pak_Inc_,548,13121
3002403594,S_B__Ophthalmic_Lenses_Ltd,548,0
3012382627,COVIDIEN_RESPIRATORY_AND_MONIT,547,4573
3012454008,LOUIS_VUITTON_NORTH_AMERICA_INC,547,11806
1000408223,Western_Vegetable_Produce_Inc,545,22212
3004155742,Browne-halco_Inc,545,0
3009894350,Vanee_Livestock_Marketing_Inc,545,366250
3004939207,Citrofrut_USA_LLC,542,49256
1000231953,Manildra_Milling_Corp,541,107255
2127489,Frank_Liquor_Co_Inc,539,0
3000718941,Rock_Garden_South,538,3465
1000120733,Dentsply_IH_Inc_,536,30
3006253710,Zinc_Internacional_S_A,535,109670
3011027963,Allard_Usa_Inc,535,5216
3012360150,LITTLE_POTATO_COMPANY_LTD,533,0
3000067722,The_Tdl_Group_Ltd,531,5355
3007788328,Church_Brothers_Llc,530,6216
1624996,JF_Palmer_&_Sons_Produce,528,16500
2000042628,Klass_Time__LTD,528,15047
3009038311,Yang_Wu_International_Inc_,528,8045
3003022487,Debco_Bag_Distributors_Ltd,526,5
3003348283,Miltenyi_Biotec_Inc_,526,530
3012440098,AMCO_PRODUCE_INC,526,4556
3000096355,Les_Aliments_Tiffany_Gate_Food,524,1
3005754317,Evergreen_Trading_Llc,523,225000
3003777001,3052887_Nova_Scotia_Ulc,521,168618
3011141207,Eco_Diva_Products_Inc,520,0
3010587937,Greenfield_Specialty_Alcohols,519,29070
3005260697,deGrazia_Imports_LLC,518,13
3003068321,All_Temp_Foods_Limited,514,1185
3008020886,Agro_Espana_Nicaragua_Sa,513,12600
2021584,Wilson_Produce_LLC,511,24992
2183449,Orthofix_Inc,511,710
3004573100,Vanderveen_Commodity_Service,511,20973
3003224458,Tex-Mex_Produce_LLC,507,17623
3011138897,Marquez_Distributing,507,8734
3008003773,Rio_Grande_Food_Products_Inc_,506,5551
3008210891,Market_Place_Commodities_Ltd_,506,32920
3012408919,KRESCO_LLC,506,186
3004313170,3052887_Nova_Scotia_Company_o_a_Aryzta_Canada_Co,503,173937
3004248383,Stellar_Distributing_Inc_,501,50820
3005254026,Costa_Oro_L_L_C,496,15590
3012401316,RESPIRONICS_INC,495,91185
1000613719,F_P__Feature_Products_Inc_,493,0
3002851784,Jr_Simplot_Company,493,113017
3009660258,The_Nuance_Group_Orlando_Llc,493,35
1000515237,Eagle_Distributors_Inc_,492,7452
3003844659,Symbol_Technologies_Inc,492,12573
1000150964,Precision_Interconnect_LLC_dba_TE_Connectivity_Medical,491,39727
3006391366,Alternative_Eyewear_Inc_,491,0
3006510990,Feature_Foods_International_Inc_,491,16224
1110395,Bowman_Andros_Products_LLC,488,31526
3006629287,Clark_Bros_Canadian_Livestock_Inc_,488,0
1000326155,Cardiac_Pacemakers,487,150
3010178988,Dongbu_Lightec_Canada_Inc,487,0
3003284696,Wescott_Agri_Products_Inc_,486,31530
3000137664,Centocorinc,484,33
3001228758,Gea_Products_L__P_,484,7800000
3002757204,Cosmetics_Of_France_Inc,483,152
3012396443,Cvs_Pharmacy_Inc,483,0
3004255972,GREEN_ISLAND_PRODUCE_INC_,482,6083
3004949351,Zucrum_Foods_Llc,482,92628
3012653791,LG_HOUSEHOLD_AND_HEALTHCARE_AMER,480,
3009126823,Hood_Packaging_Corporation,479,0
3012343983,UNOMEDICAL_DEVICES_SA_DE_CV,478,138667
3006986437,Unipex_Innovations_Inc,477,3
3007072882,Super_Starr_International_Llc_,476,10692
3012209183,ENCORE_GLASS_INC_,473,92634
2939301,Lifescan_Inc,472,1
3002894286,A_M_S__Exotic_Llc,471,946
1000183589,Gordon_Food_Service,470,4360
3005665670,Tancitaro's_Finest_Fruit,470,1976
3008951188,Moishe_Binet,470,0
3012039630,Van_Raay_Paskal_Farms_Ltd,470,179164
3004291182,Brewers_Supply_Group,469,49157
2023308,Wismettac_Asian_Foods_USA_dba_Nishimoto_Trading_Co_Ltd,468,1149
1000253567,Trident_Lab_Inc,467,3290
3007384341,O'I_Caribbean_Sales_&_Distributi,467,50344
3006502746,Sca_Personal_Care_Inc,466,0
3004719728,Allstar_Distributing,464,22
3011325219,Us_Fresh_Corp,464,2239
3000199463,Seed-Ex_Inc_,463,35435
3012066139,STRYKER_ORTHOPAEDICS,463,1840
3000987138,Entreprises_Cafection_Inc,462,29070
3012435893,SYNTHES_USA_MONUMENT_MRO_BRANCH,462,25199
3012320768,NATIONAL_ONION_CO_,460,15870
3000191021,Wizdom_Plant_&_Equipment,459,1
3004261860,Jem-D_International,458,15028
3004282921,Sun-Rype_Products_Ltd_,458,2396
1010793,Cargill_Incorporated,457,25000
1213569,Slade_Gorton_&_Company_Inc_,456,15210
3005730614,Coppola_Farms_Inc,456,0
3006269110,Triple_H_Produce_L_L_C_,455,55545
3008117460,Great_Lakes_Grain,455,11250
1721504,Merit_Medical_Systems_Inc_,454,23127
3002794563,Banfi_Products_Corp,453,1
3010772762,Maxill_Inc_,453,0
3011866831,Rio_Nuevo_Berry_Farms_Sa_De_Cv,453,6928
3000508136,UPS_Custom_House_Brokerage,452,84
3002806830,Derma_Sciences_Canada_Inc_,450,0
3007319708,Assisi_USA_LLC,450,182
3011261789,La_Minita_Fresh_Llc,450,17130
3002952307,571245_Ontario_Limited,448,60735
3002889431,Invacare_Corporation,447,833
3009660309,Handi_Foods_Ltd,447,452
3012404074,RICARDO_BRAVO_MAR_DBA_RANCHO_6_H,446,813
3012417417,CR_BARD_INC,445,1657
3000071345,Commercial_Bakeries,444,11138
3010826943,Shuman_Produce_Inc,444,29647
3012324912,SAN_JOSE_Y_SU_AGRICULTURA_S_A_,444,12668
2025948,Malena_Produce_Company,442,40249
2648045,Edwards_Lifesciences_Technology_SARL,441,29115
3004737602,Willard_Manufacturing_Inc_,441,0
3010217854,Triumph_Produce_Ltd,440,4204
3010953179,8666563_CANADA_INC_,440,174
3012395599,TORRE_&_TAGUS_DESIGNS_LTD,438,215
3000206058,Diana_M_De_Montemayor_Inc,436,58365
3011680337,Associated_Brands_Lp_Canada_,435,15894
3003286004,The_Scoular_Grain_Company,434,9125
3012114708,MORFOOD_INC_,434,9705
3009948100,Baja_Best_Distributing_Inc_,433,1512
1832740,Dow_Corning_Corporation,432,207550
3003012909,Canasia_Toys_&_Gifts_Inc,431,0
3012395808,AZTECA_MILLING_L_P_,431,29931
3005788479,Dole_Packaged_Foods_Llc,429,136973
3004976658,Four_Star_Sales_Inc_,428,234450
3008668950,Paskal_Cattle_Company_Ltd,427,173118
3009657052,Alianza_Comercial_Azucarera_Sant,427,84630
3012302646,UPPER_CRUST,426,7651
3000101744,E_D__Smith_Foods_LTD,425,17701
3010673898,Advanced_Skyline_Technology_Ltd,425,16800
3003046392,Whole_Foods_Market_Inc,424,8640
3004284286,Sapporo_U_S_A__Inc_,424,4738
3012336657,CAMPBELL_SOUP_SUPPLY_CO_LLC,422,74770
1000594768,Agro_Sevilla_USA,421,117283
3000127987,Tepeyac_Produce_Inc,419,9570
3006081724,New_Bur_Usa_Llc,419,63
2018052,Ocean_Garden_Products_Inc,417,540
2518137,AstraZeneca_Pharmaceuticals_LP,417,91
3003198686,Vivier_Pharma_Inc_,417,0
3004217824,Keramer_Corp_,417,886
3012432681,P_E_I_MUSSEL_KING_1994_INC,417,0
3004359689,Parks_Livestock_Of_Canada_Lllp,415,95426
3005934459,Choquette_Grain_Inc,415,15600
1000185063,Audiovox_Corp_,413,300000
3007916361,Balnea_Therapeutic_Day_Spa_Produ,413,0
3012402847,PACIFIC_DEVICE_INC__DBA_AVAILMED,412,68854
3002863100,Grower_Direct_Marketing_Llc,410,5080
1000122339,Safilo_USA_Inc,408,85
1000282922,W_L__Gore_Assoc__Elect__Assembly,407,1845
3001421284,R_F_A_Inc_,407,29265
3010622122,Rejoice_International_Corp,407,3149
3003110574,Amazon_Produce_Network_Llc,406,88068
3012329617,TRUE_WORLD_FOODS_SAN_FRANCISCO_L,406,122
3012382047,Andersons_Inc_The__________________P,406,66136
3007309533,MEVI_AVOCADOS_INC,405,111
3012240535,MERCANTUM_UNITED_STATES_CORP,405,25132
3003292406,Les_Plats_du_Chef,404,10
3008681890,Horticola_Cimarron_S_A__De_C_V_,404,11400
1811114,Darling_International_Inc,403,500
3002677518,Bourdeau_Brothers_Inc_,403,8060
3003426513,1483584_Ontario_Inc,403,46648
3001431794,Truserv_Corporation,402,1
3005098479,Ensenada_Agriculture_S_A__De_C_V_,402,5208
3012397039,Moet_Hennessy_Inc,401,1268078
1049092,ConvaTec,400,0
3000102083,LEAHY_ORCHARDS_INC_,398,19464
3003361824,EXPOR_SAN_ANTONIO_S_A__DEC_V_,397,63351
3004512810,The_Little_Potato_Company,396,81
3002912391,Braebon_Medical_Corp_,394,175
3011794314,National_Dcp_Llc,394,99456
3004394585,Jalaram_Produce_Inc,393,1110
3010805960,Cosmetix_Club_Corp,393,0
3012829423,Compass_Wine_Group,393,27
1023820,Beam_Suntory,392,29142
3001629975,Phillips_Foods_Inc_,392,48
3008381666,Coppasa_Inc,392,46056
3003064795,Baronesse_Cosmetiques,391,0
3003880832,Microteck_Medical_Inc,391,1
3004035796,Prodotti_Mediterranei_Inc_,391,3173
3012384901,RAFI_INDUSTRIES_DBA,391,168731
3003490188,Hari_Masa_S__A_de_C__V_,390,38899
3012365481,SUNRAY_SNACKS_INC,390,3367
2112667,Datex-Ohmeda_Inc_,389,8359
3000091011,Pacific_Coast_Fruit_Products_Ltd_,389,0
3001738353,Northfork_Farms,389,0
1451914,Abbott_Laboratories,388,113201
3002800157,Jameson_Gilroy_&_B&L_LIvestock_Ltd_,387,13787
3012428934,PACIFIC_HI-TAK_INC_,387,83
3002847718,Agrosale,386,14676
3007275397,Cook_Medical,386,7848
3001451891,True_World_Foods_LLC,385,117
3009022184,Procure_Inc,385,0
3011971551,Wonderful_Citrus_Ventures_Llc,385,37200
3000233223,Sunny_Crunch_Foods_Ltd_,384,55170
1520293,New_York_Frozen_Foods_Inc,383,38611
3003873069,Accuray_Incorporated,382,3205
3007527096,Nypro_Healthcare_Baja_Inc,382,22538
3004108012,Teodoro_Escontrias_Customhouse,381,4058
1000326010,Sundor_Brands,380,8124
3000133129,Walkers_Shortbread_Inc,380,0
3011025541,Aquafisk_Inc,380,3120
1316408,Great_Lakes_Orthodontics_Ltd,378,0
3003615307,Eminence_Organic_Skin_Care_Inc_,378,12326
3010870549,Windsor_Tech,378,800
3011699530,Globalmex_International_Inc_,378,90828
2618648,Ballester_Hermanos_Inc_,377,6645
3011158139,Agrofruit_Usa_Corp,376,52101
3012417823,FLEXTRONICS_LOGISTICS_USA_INC_,376,375
3009903897,The_Cholula_Food_Company_Inc_,375,141878
3012264187,SUN_AND_SANDS_ENT_DBA_PRIME_TIME,375,3576
3012433058,RICHARDSON_MILLING_LIMITED_-_MB,374,27757
2082220,Pioneer_Electronics_USA_Inc,373,0
3004255495,Glanbia_Nutritionals_NA_Inc_,373,166109
3012466679,FRUVEMEX_MEXICALI_S_A__DE_C_V_,373,1
3007048732,E3R_Sales_Ltd,371,17825
